node_id,label,layer,level,parent_id,display_order
ICT_L3_Logger_Pro_3,Logger Pro 3,ICT,3,ICT_L2_観測・記録アプリ,382
FUNCTION_L3_力の大きさと向きのリアルタイム可視化が可能,力の大きさと向きのリアルタイム可視化が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,383
OPPORTUNITY_L3_力の変化をリアルタイムに観察する活動,力の変化をリアルタイムに観察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_物理量やエネルギーの変化を捉える観察,384
OPPORTUNITY_L3_理論値と実測値を比較しその違いや関係を考察する活動,理論値と実測値を比較し、その違いや関係を考察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,385
EFFECT_L3_力の作用と反作用の関係に関する理解が深まる,力の作用と反作用の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,386
EFFECT_L3_作用・反作用への興味・関心が高まる,作用・反作用への興味・関心が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,387
EFFECT_L3_測定値と理論値の関係に対する理解が深まり実験結果の妥当性を判断する力が高まる,測定値と理論値の関係に対する理解が深まり、実験結果の妥当性を判断する力が高まる,EFFECT,3,EFFECT_L2_観察・実験の技能の習得,388
UNIT_L2_高等学校2年,高等学校2年,UNIT,2,UNIT_L1_高等学校,389
UNIT_L4_様々な力とその働き,様々な力とその働き,UNIT,4,UNIT_L3_物理,390
EFFECT_L3_張力に対する興味や関心が高まりが促される,張力に対する興味や関心が高まりが促される,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,391
EFFECT_L3_理論と実験の関係に関する理解が深まる,理論と実験の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_基礎知識の定着と活用,392
ICT_L3_高校生が簡単に測定解析できる実験用アプリ,高校生が簡単に測定解析できる実験用アプリ,ICT,3,ICT_L2_観測・記録アプリ,393
ICT_L3_Analog_Discovery_2（AD変換器）,Analog Discovery 2（A/D変換器）,ICT,3,ICT_L2_センサー・計測機器,394
FUNCTION_L3_力の時間変化を自動でグラフ化が可能,力の時間変化を自動でグラフ化が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,395
OPPORTUNITY_L2_その他の実験,その他の実験,OPPORTUNITY,2,,396
OPPORTUNITY_L3_班で衝突実験を行い力積を測定する活動,班で衝突実験を行い、力積を測定する活動,OPPORTUNITY,3,OPPORTUNITY_L2_その他の実験,397
EFFECT_L3_力積と運動量変化の関係に関する理解が深まる,力積と運動量変化の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,398
EFFECT_L3_力積に関する理解が深まる,力積に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,399
UNIT_L4_様々な力とその働き（運動の法則）,様々な力とその働き（運動の法則）,UNIT,4,UNIT_L3_物理,400
FUNCTION_L3_電流の時間変化の自動測定が可能,電流の時間変化の自動測定が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,401
OPPORTUNITY_L3_電流の時間変化を測定する活動,電流の時間変化を測定する活動,OPPORTUNITY,3,OPPORTUNITY_L2_物理量やエネルギーの変化を捉える観察,402
EFFECT_L3_電流と電気量の関係に関する理解が深まる,電流と電気量の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,403
UNIT_L4_電気（電気の利用）,電気（電気の利用）,UNIT,4,UNIT_L3_物理,404
ICT_L3_Excel,Excel,ICT,3,ICT_L2_表計算ソフト,405
ICT_L3_Microsoft_Stream,Microsoft Stream,ICT,3,ICT_L2_コミュニケーション・共有ツール,406
ICT_L3_(実験)動画配信,(実験)動画配信,ICT,3,ICT_L2_メディア・映像・画像,407
FUNCTION_L3_実験手順の動画による繰り返し確認が可能,実験手順の動画による繰り返し確認が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,408
FUNCTION_L3_実験手順の統一的提示が可能,実験手順の統一的提示が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,409
OPPORTUNITY_L3_動画教材を参考にしながら個々のペースで実験を進める活動,動画教材を参考にしながら、個々のペースで実験を進める活動,OPPORTUNITY,3,OPPORTUNITY_L2_その他の実験,410
EFFECT_L3_実験の成功率が向上する,実験の成功率が向上する,EFFECT,3,EFFECT_L2_観察・実験の技能の習得,411
EFFECT_L3_電圧と電流の関係（オームの法則）の理解が深まる,電圧と電流の関係（オームの法則）の理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,412
EFFECT_L3_実験手順を説明する時間が短縮される,実験手順を説明する時間が短縮される,EFFECT,3,EFFECT_L2_授業の効率化,413
UNIT_L4_電流（電流・電圧と抵抗）,電流（電流・電圧と抵抗）,UNIT,4,UNIT_L3_物理,414
ICT_L3_inaNami_Simulator,inaNami Simulator,ICT,3,ICT_L2_シミュレーションソフト,415
FUNCTION_L3_任意視点から水面（波形）を観察することが可能,任意視点から水面（波形）を観察することが可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,416
FUNCTION_L3_波形の時間変化の制御が可能,波形の時間変化の制御が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,417
FUNCTION_L3_波源の位置・波長・周期・振幅の調整が可能,波源の位置・波長・周期・振幅の調整が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,418
OPPORTUNITY_L3_波の干渉縞を観察しその位置やパターンを探索する活動,波の干渉縞を観察し、その位置やパターンを探索する活動,OPPORTUNITY,3,OPPORTUNITY_L2_モデル化された現象の観察,419
OPPORTUNITY_L3_波のパラメータ（波長・振幅など）を変化させ干渉条件の違いを比較する活動,波のパラメータ（波長・振幅など）を変化させ、干渉条件の違いを比較する活動,OPPORTUNITY,3,OPPORTUNITY_L2_条件を操作して変化や法則を確かめる実験,420
EFFECT_L3_波形の時間的変化に関する理解が深まる,波形の時間的変化に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,421
EFFECT_L3_波の式の構造に関する理解が深まる,波の式の構造に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,422
UNIT_L4_波（波の性質）,波（波の性質）,UNIT,4,UNIT_L3_物理,423
ICT_L3_タブレット顕微鏡,タブレット顕微鏡,ICT,3,ICT_L2_撮影機器,424
FUNCTION_L3_拡大画像の表示が可能,拡大画像の表示が可能,FUNCTION,3,FUNCTION_L2_映像・画像の表示・拡大,425
OPPORTUNITY_L2_その他の観察,その他の観察,OPPORTUNITY,2,,426
OPPORTUNITY_L3_自作した顕微鏡を用いた観察,自作した顕微鏡を用いた観察,OPPORTUNITY,3,OPPORTUNITY_L2_その他の観察,427
EFFECT_L3_生物観察（顕微鏡観察）に対する意欲が向上・持続する,生物観察（顕微鏡観察）に対する意欲が向上・持続する,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,428
UNIT_L4_生物の特徴,生物の特徴,UNIT,4,UNIT_L3_生物,429
ICT_L3_Kahoot,Kahoot!,ICT,3,ICT_L2_コミュニケーション・共有ツール,430
FUNCTION_L3_4択クイズの出題が可能,4択クイズの出題が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,431
FUNCTION_L3_クイズ回答の即時集計結果の提示が可能,クイズ回答の即時集計結果の提示が可能,FUNCTION,3,FUNCTION_L2_意見・評価の共有,432
FUNCTION_L3_複数端末による同時回答が可能,複数端末による同時回答が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,433
OPPORTUNITY_L3_生徒の回答に対する即時フィードバックを受ける活動,生徒の回答に対する即時フィードバックを受ける活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,434
OPPORTUNITY_L3_生徒同士のディスカッションを通して意見を共有し考えの違いを比較する活動,生徒同士のディスカッションを通して意見を共有し、考えの違いを比較する活動,OPPORTUNITY,3,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,435
EFFECT_L3_物理的な概念や法則に対する誤解の訂正が促される,物理的な概念や法則に対する誤解の訂正が促される,EFFECT,3,EFFECT_L2_科学的に考える力,436
EFFECT_L3_見かけの重力についての学習意欲が高まる,見かけの重力についての学習意欲が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,437
UNIT_L4_様々な力とその働き（力のつり合い）,様々な力とその働き（力のつり合い）,UNIT,4,UNIT_L3_物理,438
ICT_L3_Google_Classroom_Stream,Google Classroom Stream,ICT,3,ICT_L2_学習支援・学習管理システム,439
FUNCTION_L3_生徒の意見収集と可視化が可能,生徒の意見収集と可視化が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,440
FUNCTION_L3_意見やノートのデジタル共有が可能,意見やノートのデジタル共有が可能,FUNCTION,3,FUNCTION_L2_データ・資料の共有,441
OPPORTUNITY_L2_その他の活動,その他の活動,OPPORTUNITY,2,,442
OPPORTUNITY_L3_生徒の全員参加型の意見投稿活動,生徒の全員参加型の意見投稿活動,OPPORTUNITY,3,OPPORTUNITY_L2_その他の活動,443
OPPORTUNITY_L3_実験データを共有し得られた情報を分析する活動,実験データを共有し、得られた情報を分析する活動,OPPORTUNITY,3,OPPORTUNITY_L2_データを収集し分析・整理する探究,444
EFFECT_L3_生徒の発言や討論への参加が活発になり協働的な学びが促進される,生徒の発言や討論への参加が活発になり、協働的な学びが促進される,EFFECT,3,EFFECT_L2_協同的に学ぶ力・社会とのつながり,445
UNIT_L4_運動の表し方,運動の表し方,UNIT,4,UNIT_L3_物理,446
ICT_L3_Desmos,Desmos,ICT,3,ICT_L2_シミュレーションソフト,447
FUNCTION_L3_波の式とグラフの対応を即時に確認することが可能,波の式とグラフの対応を即時に確認することが可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,448
FUNCTION_L3_パラメータ操作による波形変化の比較が可能,パラメータ操作による波形変化の比較が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,449
FUNCTION_L3_独自の式や設定を使ったシミュレーション作成が可能,独自の式や設定を使ったシミュレーション作成が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,450
OPPORTUNITY_L3_波の式とグラフの関係を個別に探究する活動,波の式とグラフの関係を個別に探究する活動,OPPORTUNITY,3,OPPORTUNITY_L2_条件を操作して変化や法則を確かめる実験,451
EFFECT_L3_仮説を立てて検証する思考力が育まれる,仮説を立てて検証する思考力が育まれる,EFFECT,3,EFFECT_L2_科学的に考える力,452
EFFECT_L3_数理的に探究する力が育まれる,数理的に探究する力が育まれる,EFFECT,3,EFFECT_L2_科学的に考える力,453
FUNCTION_L3_タブレットの方向・傾きに応じた天体(月)表示が可能,タブレットの方向・傾きに応じた天体(月)表示が可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,454
FUNCTION_L3_異なる時間帯での天体位置の比較が可能,異なる時間帯での天体位置の比較が可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,455
OPPORTUNITY_L3_タブレットをかざして月の位置を探索しその空間的な動きを観察する活動,タブレットをかざして月の位置を探索し、その空間的な動きを観察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,456
EFFECT_L3_月の高度変化に関する理解が深まる,月の高度変化に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,457
UNIT_L4_月と星（月の形と位置の変化）,月と星（月の形と位置の変化）,UNIT,4,UNIT_L3_地学,458
ICT_L2_3Dプリンター,3Dプリンター,ICT,2,ICT_L1_ハードウェア,459
ICT_L3_3Dプリンター,3Dプリンター,ICT,3,ICT_L2_3Dプリンター,460
ICT_L3_3Dモデリングソフトウェア（Meshmixer）,3Dモデリングソフトウェア（Meshmixer）,ICT,3,ICT_L2_その他ソフトウェア,461
ICT_L3_立体模型を作る（地理院地図編）,立体模型を作る（地理院地図編）,ICT,3,ICT_L2_その他ソフトウェア,462
FUNCTION_L2_教材作成,教材作成,FUNCTION,2,FUNCTION_L1_学習支援・管理系機能,463
FUNCTION_L3_地形データから実寸地形模型の造形が可能,地形データから実寸地形模型の造形が可能,FUNCTION,3,FUNCTION_L2_教材作成,464
FUNCTION_L3_複数の同一模型を個別配布することが可能,複数の同一模型を個別配布することが可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,465
FUNCTION_L3_液体流下による噴火現象の可視化が可能,液体流下による噴火現象の可視化が可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,466
FUNCTION_L3_油性ペンによる火口や噴石範囲の描写が可能,油性ペンによる火口や噴石範囲の描写が可能,FUNCTION,3,FUNCTION_L2_教材作成,467
OPPORTUNITY_L3_地形図と模型を対応づけて方位を確認する活動,地形図と模型を対応づけて方位を確認する活動,OPPORTUNITY,3,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,468
OPPORTUNITY_L3_３Dモデル上に噴石の到達範囲を描く活動,３Dモデル上に噴石の到達範囲を描く活動,OPPORTUNITY,3,OPPORTUNITY_L2_モデル化された現象の観察,469
OPPORTUNITY_L3_着色水を使って火山泥流の流れを再現しその流下の様子を観察する活動,着色水を使って火山泥流の流れを再現し、その流下の様子を観察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_モデル化された現象の観察,470
EFFECT_L3_地形と火山現象との関係に関する理解が深まる,地形と火山現象との関係に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,471
EFFECT_L3_地域の防災や災害に対する意識が高まる,地域の防災や災害に対する意識が高まる,EFFECT,3,EFFECT_L2_科学的態度・人間性の涵養,472
EFFECT_L3_火山のしくみや活動に対する関心・興味が高まる,火山のしくみや活動に対する関心・興味が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,473
UNIT_L4_土地のつくりと変化,土地のつくりと変化,UNIT,4,UNIT_L3_地学,474
UNIT_L4_自然の恵みと火山災害・地震災害（自然の恵みと火山災害・地震災害）,自然の恵みと火山災害・地震災害（自然の恵みと火山災害・地震災害）,UNIT,4,UNIT_L3_地学,475
ICT_L3_気象庁アメダスデータ,気象庁アメダスデータ,ICT,3,ICT_L2_データ,476
ICT_L3_サーモグラフィー撮影機器,サーモグラフィー撮影機器,ICT,3,ICT_L2_撮影機器,477
ICT_L3_サーモグラフィー画像,サーモグラフィー画像,ICT,3,ICT_L2_メディア・映像・画像,478
FUNCTION_L3_実際の気象データを用いた気温変化の可視化が可能,実際の気象データを用いた気温変化の可視化が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,479
FUNCTION_L3_都市と郊外の気温差を定量的に比較する分析が可能,都市と郊外の気温差を定量的に比較する分析が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,480
FUNCTION_L3_都市と郊外の表面温度分布を色で視覚的に比較することが可能,都市と郊外の表面温度分布を色で視覚的に比較することが可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,481
OPPORTUNITY_L3_都市と郊外の気温グラフを比較しヒートアイランド現象（UHI）の日変化を考察する活動,都市と郊外の気温グラフを比較し、ヒートアイランド現象（UHI）の日変化を考察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,482
OPPORTUNITY_L3_サーモグラフィー画像を比較し放射冷却の違いを科学的に探究する活動,サーモグラフィー画像を比較し、放射冷却の違いを科学的に探究する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,483
EFFECT_L3_ヒートアイランド現象の強度変化や日周期に関する理解が深まる,ヒートアイランド現象の強度変化や日周期に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,484
UNIT_L4_地球の環境（日本の自然環境）,地球の環境（日本の自然環境）,UNIT,4,UNIT_L3_地学,485
ICT_L2_生成AI,生成AI,ICT,2,ICT_L1_ソフトウェア,486
ICT_L3_ChatGPT,ChatGPT,ICT,3,ICT_L2_生成AI,487
FUNCTION_L3_児童の記述への即時的フィードバックが可能,児童の記述への即時的フィードバックが可能,FUNCTION,3,FUNCTION_L2_意見・評価の共有,488
FUNCTION_L3_児童の評価基準を反映したフィードバックが可能,児童の評価基準を反映したフィードバックが可能,FUNCTION,3,FUNCTION_L2_意見・評価の共有,489
FUNCTION_L3_児童全員の記述のフィードバック同時に得ることが可能,児童全員の記述のフィードバック同時に得ることが可能,FUNCTION,3,FUNCTION_L2_意見・評価の共有,490
FUNCTION_L3_児童の表現内容をデジタルデータとして保存・共有することが可能,児童の表現内容をデジタルデータとして保存・共有することが可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,491
OPPORTUNITY_L3_児童が受け取ったフィードバックの内容や根拠を批判的に検討する活動,児童が受け取ったフィードバックの内容や根拠を批判的に検討する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,492
OPPORTUNITY_L3_児童同士が自分の記述を共有する活動,児童同士が自分の記述を共有する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,493
EFFECT_L3_批判的に考える力が育まれる,批判的に考える力が育まれる,EFFECT,3,EFFECT_L2_科学的に考える力,494
UNIT_L4_電気の利用,電気の利用,UNIT,4,UNIT_L3_物理,495
